Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Isle of Man,IMN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,7.43117,..,..,..,..,..,..,..,..,..,9.10658,8.25377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.82226,..,11.65957,12.59621,..,12.67965,12.71418,12.8211,12.91513,12.88204,12.99947,13.04374,..,..,..,..,..,..,..,..,..
Israel,ISR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36452,5.93753,6.03543,5.94178,5.8379,6.61839,6.70196,7.14695,7.09191,6.66351,7.01159,6.99995,8.01837,6.12789,5.52332,4.50914,5.70729,5.42283,5.43542,5.57966,5.95542,6.43803,..,..,..,6.65499,6.42339,6.11802,6.37691,6.46638,6.34953,5.9444,5.75976,5.7605,5.50217,5.53544,5.49455,5.53535,5.56688,5.69981,5.88489,5.79265,5.8673,5.85713,6.09262,..,..,..,..,..,..,..
Israel,ISR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.95,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,19.61163,20.79118,22.94334,..,23.57171,..,26.90555,26.82304,30.76301,31.67245,31.38225,34.31456,34.73446,35.16793,..,35.45957,35.82566,34.32488,33.90186,34.03249,35.61217,..,38.7926,..,40.32216,42.51925,..,47.35577,48.97868,50.01055,52.34792,57.42335,57.40144,57.13031,58.74306,58.33285,61.2148,60.42399,63.14921,65.92614,66.58563,68.57462,67.04384,66.94252,65.48689,64.9002,63.35469,61.47687,..,..,..,..,..,..
Italy,ITA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,5.3165,..,..,..,..,..,..,..,..,..,5.36332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.76497,..,..,..,9.18991,9.3031,9.44085,9.55503,9.63554,9.72418,9.79849,9.91989,..,10.10911,10.18911,..,..,..,..,..,..,..,..,..
Italy,ITA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.36681,2.89877,..,..,3.83514,3.71161,3.91952,..,3.78036,4.16373,..,..,..,4.48806,4.77457,4.68981,4.6549,..,4.59277,..,..,..,..,4.73389,4.43331,4.31865,4.44764,..,4.45031,4.51085,4.29108,4.65009,4.43241,4.54179,4.3852,4.2383,4.52545,4.10503,4.38795,4.52372,4.33412,4.11568,4.05602,4.14367,4.06128,4.07363,3.81579,4.04494,..,..,..,..,..,..,..
Italy,ITA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,16.86905,19.51538,20.35189,21.66208,23.96395,25.17821,26.17594,26.68222,27.21817,26.8939,26.77952,..,24.73712,24.84301,25.79406,25.60771,24.83792,26.48421,28.06502,29.53918,31.76438,33.80497,35.98516,40.06166,41.47889,42.33779,46.85246,48.31265,48.55508,49.81127,52.87731,55.55179,58.67722,62.24298,64.43843,66.1078,66.68297,66.3436,66.54997,65.7743,65.56312,64.13355,62.29616,61.70275,60.93946,60.93733,61.933,64.29162,..,..,..,..,..,..
Jamaica,JAM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,4.12297,..,..,..,..,..,..,..,..,..,..,..,4.8036,..,..,..,..,..,..,..,..,6.77975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.97414,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,3.63144,4.24897,5.22879,5.85833,6.02652,..,..,..,..,..,..,..,5.3919,4.60398,..,3.94086,5.18398,4.77916,4.38307,3.33666,3.21403,4.06419,3.38908,3.67773,4.37954,..,..,4.98347,5.38103,5.37523,4.25685,3.91255,4.61642,..,5.49022,6.19132,6.19848,6.3706,6.26664,6.11246,6.25108,6.01654,5.45577,5.31508,5.26062,5.41478,5.16919,..,..,..,..,..
Jamaica,JAM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.96832,..,..,..,98.99,..,..,..,..,..,99.43479,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,5.05216,5.48572,5.99059,5.94563,..,..,6.99167,..,..,..,6.64285,..,..,..,..,..,4.87251,..,4.94012,..,6.53308,6.46867,..,..,..,..,..,..,9.1862,15.07814,17.62574,18.60913,20.88366,21.10083,19.06042,18.80472,..,23.54742,23.41372,26.81559,26.17734,28.75893,27.20745,..,27.13061,..,..,..,..,..,..,..,..,..
Japan,JPN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,9.63763,..,..,..,..,..,..,..,..,..,10.59726,..,..,..,..,..,..,..,..,..,9.76381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.34001,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.6563,4.01131,4.04297,4.04003,4.66899,4.85082,4.84027,4.89441,5.05745,5.06872,5.0644,5.04606,4.82427,..,..,..,5.59652,5.55605,5.36715,..,..,..,3.42904,3.63567,3.46573,..,..,3.35603,3.4333,3.51617,3.45707,3.46537,3.52369,3.48307,3.36862,3.32909,3.33094,3.31915,..,3.6395,3.64258,3.69226,3.66538,3.59059,..,3.18618,3.18218,..,..,..,..,..,..,..
Japan,JPN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.31365,..,..,..,..,9.68626,..,9.7708,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.63004,3.29769,2.38743,2.48694,3.55769,3.76348,3.53393,3.6799,3.68117,5.08173,..,5.16732,5.08916,4.92796,5.93695,..,3.28438,3.29657,4.04757,5.64387,..,..,..,..,..,..,7.37398,6.27669,..,4.87547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51412,3.28405,3.03435,3.07253,..,..,..,..,..
Jordan,JOR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.13,..,..,..,..,97.53316,..,..,..,..,97.62,..,..,..,..,..,96.59753,..,..,..,..,..,..
Jordan,JOR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,2.9593,3.29013,4.15027,5.03791,5.5738,6.86984,9.19872,9.20443,10.29039,14.22443,16.0962,18.96068,19.757,21.50149,19.56609,18.59419,19.95275,17.65924,19.6072,19.4763,21.20785,20.47675,20.06347,18.41504,17.99452,19.86885,22.48419,..,..,27.23425,..,29.62014,33.13661,37.38589,37.34681,37.07266,38.33667,41.14803,41.73622,37.14991,36.34319,41.82672,..,..,36.631,35.58393,31.14041,34.41532,..,..,..,..,..,..
Kazakhstan,KAZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.30157,..,..,..,..,..,..,..,..,..,9.41909,..,..,..,..,..,..,..,11.58885,..,11.01272,..,..,..,..,..,..,..,..,12.20963,..,..,..,..,..,..
Kazakhstan,KAZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03445,3.92371,4.37343,..,3.89257,3.25662,..,3.0297,..,2.25591,2.26353,2.62678,2.83139,2.58946,3.06072,..,..,..,..,..,2.78858,2.9781,2.75082,2.61595,..,..,..,..,..,..
Kazakhstan,KAZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.47465,..,..,..,..,99.78236,..,..,..,99.87547,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.91356,..,..,..,..,37.96047,..,39.89484,39.96645,39.72817,39.30827,38.38194,..,35.71146,35.58805,31.04862,..,..,24.51657,31.81213,..,..,..,..,..,58.1926,..,..,..,46.24797,48.70265,51.60952,50.44259,48.80432,46.37351,46.61612,50.14618,53.98825,61.74976,..,..,..,..,..
Kenya,KEN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.31885,5.80482,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.92982,4.47634,4.65052,5.06551,5.60612,5.7441,5.13632,..,..,5.38788,5.92373,5.67812,5.4383,4.58096,5.19977,6.01379,..,6.60055,6.03572,..,6.57067,6.0759,6.02915,5.92402,..,..,..,..,5.32324,5.18673,5.20621,6.172,6.49427,6.79693,7.33565,7.04984,..,..,..,5.50822,5.33529,5.50904,5.41138,5.28021,5.27134,5.36267,5.36668,5.30625,..,..,..,..,..,..
Kenya,KEN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.11,..,..,55.18279,..,..,..,..,78.43454,59.18861,..,..,..,..,84.14092,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,0.87702,0.90711,0.83428,0.93203,1.01524,..,0.76729,0.718,0.74942,0.85651,0.91158,0.90471,..,1.1529,1.2068,1.25812,..,1.43765,..,1.48224,..,..,..,..,..,..,..,..,..,..,2.69952,2.76787,2.78127,..,2.88459,2.93321,..,..,..,3.9934,..,..,..,..,..,9.22956,11.42673,11.46471,..,..,..,..,..,..,..
Kiribati,KIR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.61663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,4.79313,4.26643,..,..,3.13511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.87101,11.18587,11.98812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.08632,..,..,..,..,..
Kiribati,KIR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.87792,..,30.34524,..,..,..,28.10542,..,..,26.835,..,..,..,..,..,..
"Korea, Rep.",KOR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,5.39848,..,..,..,..,6.59731,..,..,..,..,7.2615,..,..,..,..,9.38764,..,..,..,..,9.27329,..,..,..,..,9.99733,..,..,..,..,10.62179,..,..,..,..,11.24357,..,..,..,10.87349,11.63821,..,..,..,..,12.11633,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.41404,3.73918,3.22075,2.68022,..,2.08925,2.75457,2.42642,..,3.01883,3.45874,2.89863,6.32967,4.31538,4.00532,3.98645,3.63594,3.37424,2.74737,3.06263,3.03874,3.48925,3.57789,3.69698,3.01831,2.93543,..,..,3.36814,3.36929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.3331,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,6.77977,6.97746,7.15065,7.35911,7.5631,8.30366,8.56018,9.20726,10.35239,12.43601,14.86618,19.0698,23.6787,27.73247,30.94176,33.42633,34.60769,35.15267,35.47945,36.53218,37.59777,39.18864,42.95519,44.5598,48.32634,53.73017,69.23929,66.52222,72.34547,76.6555,79.56944,82.14563,84.3598,87.48885,91.69358,97.05218,101.92818,104.09288,104.2781,102.79102,100.74714,97.42759,95.60864,94.85205,94.33984,94.03362,94.34969,95.86415,..,..,..,..,..,..
Kosovo,XKX,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,2.92795,..,..,..,..,3.92745,..,..,..,..,5.12467,..,..,..,..,6.06778,..,..,5.64715,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7978,6.19119,6.27108,6.48209,..,..,..,7.33498,6.68126,..,7.2858,..,7.19071,7.21377,..,..,..,..,..,..
Kuwait,KWT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.28734,2.81575,3.30369,3.5216,2.13554,3.11508,3.36867,4.08185,3.42856,2.79102,2.71914,3.03351,5.09027,5.14888,5.00762,5.40084,..,..,..,..,..,14.19883,..,..,..,5.85961,5.58263,..,..,..,6.58583,6.55111,..,5.53507,4.73834,3.75998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,3.86525,5.09206,5.91367,6.83993,6.97803,9.14095,10.29355,11.90538,10.45336,10.63966,11.32304,12.24059,13.30357,13.77174,15.33007,16.23705,15.3953,14.99877,14.53881,12.00569,..,11.87241,13.29801,16.79837,21.16748,25.18446,24.90232,..,23.95033,..,21.25661,20.50898,19.61357,19.20824,..,..,..,..,..,..,..,..,..,51.0297,55.14833,57.28532,55.3605,54.36414,55.30755,..,..,..,..,..
Kyrgyz Republic,KGZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.17493,..,..,..,..,..,..,..,..,..,11.01587,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.58819,6.15643,4.90261,..,4.91963,4.08522,3.50839,3.85418,4.44546,4.47542,4.62244,4.87384,5.54986,6.467,5.91319,6.23268,5.81883,6.79062,7.38423,6.7802,5.5316,5.98551,6.58615,6.02619,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.59791,..,..,..,..,..,99.58288,..,99.26881,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.43626,..,27.77244,27.24209,26.78469,25.69686,24.96566,23.19108,22.07524,21.13801,22.74058,25.09053,29.102,29.77473,35.40403,40.73121,43.6469,40.97587,40.78459,42.58229,43.5889,42.9412,46.72306,44.34661,42.1598,41.3146,43.95517,47.48235,45.87522,46.66787,45.11104,42.81687,41.26702,42.32134,..,..,..,..,..
Lao PDR,LAO,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.33457,..,..,..,2.42975,2.1302,..,..,1.50369,1.99028,2.82522,..,2.413,2.41409,2.95879,3.07842,2.27855,1.65485,1.70979,1.70802,1.82147,3.23381,2.93781,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.63,..,..,..,..,..,60.82416,..,..,..,..,..,67.13765,..,..,..,..,85.89622,..,..,..,..,..,..,..
Lao PDR,LAO,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.17442,0.18089,0.14873,0.32359,0.29801,..,..,..,..,0.37827,0.44853,0.89665,1.17973,1.39463,1.45735,1.46641,..,1.35993,..,1.12987,..,..,1.33597,1.3298,1.66569,2.41662,2.58381,2.05009,2.354,2.69359,3.1049,4.16538,4.94856,5.75717,7.80413,8.97857,11.49605,13.30738,16.39209,16.64825,17.80541,17.66788,19.02277,18.37313,18.16504,17.26187,15.74091,14.96676,14.45331,..,..,..,..,..
