Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Middle East & North Africa (excluding high income),MNA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0.004323774,0.00542849,0.007326647,0.012542219,0.028816903,0.026467281,0.023134955,0.016275211,0.016467539,0.013105945,0.018508999,0.01955595,0.013232362,0.010554284,0.009420802,0.006142016,0.004107789,0.004578281,0.005028976,0.003732859,..,..,0.003781369,0.002374839,0.004047537,0.003063574,0.002305653,0.002631866,0.000600792,0.000922981,0.002105832,0.002227869,0.001491625,0.003885981,0.006949407,0.007140225,0.004124617,0.014298738,0.006611331,0.006120116,0.008487741,0.003365961,0.002065055,0.001332248,0.000880959,0.001142931,0.002055794,0.002911121,0.002263498,0.001690192,0.002371605,..,..
Middle East & North Africa (excluding high income),MNA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,0.291245214,0.285058389,0.250457637,0.263678238,0.160531994,0.387581041,0.352267134,0.364108602,0.412846566,0.65920305,0.290658267,0.352458041,0.141588896,0.508143412,0.488127037,0.46855749,0.444652181,0.529694221,0.637191937,0.673386314,0.538763108,..,..,0.991721132,1.03759887,1.105588843,1.172781645,1.325604424,1.272448185,1.229930235,1.564524929,1.85212032,1.739251816,1.593290921,1.482743799,1.92110918,1.974088062,1.704145089,1.504162042,1.750477507,1.457357222,1.601030764,1.608360288,1.756893865,1.731936844,1.411257647,1.11386773,1.43374161,2.692446549,2.689463282,2.881915521,4.037924669,..,..
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,7.574731597,8.312445054,9.447659083,12.12962397,34.92295843,28.7900741,27.64585459,25.73139827,25.6297647,29.87955413,32.61462924,22.79996293,17.20297733,15.3643727,14.96482514,14.08463694,6.247420876,11.09126324,10.60495851,16.15838649,15.74911833,..,..,14.70344181,15.58886074,13.41631163,14.08475913,12.57133998,8.428945037,12.05053254,19.6876884,15.59279676,15.65597326,16.50925028,20.54989061,25.92523112,26.80768232,24.03749528,27.1579721,16.13121373,18.81736754,21.30488354,20.70185226,19.74278852,18.08523451,10.48355522,9.165944579,12.88639495,19.12365059,15.40341056,8.477776022,14.48047911,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,333.3718102,338.4770955,378.5500415,417.4830638,442.5319087,486.590187,518.4015368,529.1556704,588.4642112,588.419557,624.9869489,685.1583462,665.787104,708.6255181,736.305873,740.2141692,742.1860365,749.2940628,795.9207373,804.1695748,815.8739946,855.8656759,902.2694163,945.1813676,960.5362941,943.9177492,1011.163298,980.4242824,1005.818822,987.2636699,1041.784274,1050.945728,1056.664993,1109.196342,1188.176133,1208.069922,1239.270469,1288.097902,1300.372906,1290.847879,1276.946921,1308.188782,1303.242878,1423.238378,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.781231833,6.264852134,6.125571457,4.988136883,4.998860223,5.218751946,5.145482877,5.063062667,5.144465387,5.14138472,4.979662493,5.077534776,5.192488285,5.152431099,5.296449648,5.193101303,5.121358486,5.343609939,5.24747882,5.40679287,5.336454541,5.340768097,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.91728266,12.09239573,12.88093856,12.97809918,13.39307323,12.21658486,11.9562613,12.1012378,12.49873034,13.10622269,13.08890775,13.15812969,12.81414328,11.47960368,11.71038476,10.96540171,10.5049504,10.26355486,10.44300245,10.70668154,11.46754446,11.98178643,11.71694917,11.83996854,12.29539099,12.44170797,12.62113992,12.14672116,11.37824388,11.96108607,11.59841813,11.03103043,10.86708752
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),SP.POP.DPND,88.56324986,89.74765918,90.76188141,91.67720721,92.32071685,92.72341369,93.04078193,93.23842699,93.27587454,93.18614145,93.04088952,92.86269732,92.67220595,92.41253056,92.07689472,91.91648496,92.00737788,91.90837458,91.56193106,91.28104696,91.06849865,90.38345438,89.71550276,89.49275528,89.2851761,89.06526483,88.79427918,88.47240771,88.11887053,87.67369447,86.79291456,85.73579575,84.80989287,84.01689276,82.82394998,81.00181112,78.99575314,76.8264199,74.50900201,72.18405561,69.95878038,67.85781275,66.0106029,64.31393626,62.68495933,61.21958836,59.84874409,58.64925291,57.88689881,57.45225755,57.17237861,57.11933247,57.2904107,57.69910972,58.23333662,58.71925755,59.03137848,59.21622112,59.25553516,59.09351317,58.82463339,58.42313264,57.88966065,57.27218821
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8179.165639,7909.135651,8086.820763,8059.113384,8058.611401,8122.431066,8468.979085,8639.536797,9007.363963,9223.594458,9602.940962,9691.563902,9825.152556,9827.990797,10373.32645,10588.55727,10938.87578,11384.80995,11626.654,11728.44504,12106.63146,12010.27665,11983.31093,11787.51181,11859.97688,11875.01299,12337.1158,12485.17608,12529.08535,12515.55319,12080.21222,12378.84742,12731.99105,12921.12064
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,17842510180,18379370219,18586793275,20600910383,22977799174,25308010136,26793268060,29161047308,33098517592,37079178981,41368738362,47493427271,56752387797,75408162974,1.16891E+11,1.3324E+11,1.65086E+11,1.90778E+11,2.03167E+11,2.55119E+11,3.10051E+11,2.97574E+11,3.33266E+11,3.69931E+11,3.8521E+11,4.16303E+11,4.49168E+11,3.87642E+11,3.69577E+11,3.69585E+11,5.14027E+11,3.29646E+11,3.36122E+11,2.87671E+11,3.0459E+11,3.36977E+11,3.7744E+11,3.96737E+11,4.06659E+11,4.44857E+11,4.70236E+11,4.76451E+11,4.59607E+11,5.03859E+11,5.97697E+11,7.00528E+11,8.22278E+11,1.01029E+12,1.24653E+12,1.21083E+12,1.40381E+12,1.64648E+12,1.77067E+12,1.6381E+12,1.6139E+12,1.44759E+12,1.4824E+12,1.4831E+12,1.47439E+12,1.46304E+12,1.31334E+12,1.53464E+12,1.72276E+12,1.65377E+12
Middle East & North Africa (IDA & IBRD countries),TMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.328572588,..,..,..,..,0.44652312,..,0.580398324,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,589.3915229,..,622.0152193,..,..,..,..,602.1694992,..,872.3881876,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.4415381,22.32696157,21.96031013,23.92876757,26.055583,23.35231425,24.28122333,24.65315227,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.07792743,..,..,..,..,23.64102256,23.931785,24.19597109,27.07637037,27.98866838,27.33314246,26.83299404,25.86716208,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,216.4179,217.4744,236.2127,269.5575,273.0905,283.6981,336.0638,349.5276,361.491,376.1513,357.8521,343.5755,384.2875,421.3105,438.3212,466.8191,475.2937,496.1428,506.1056,531.1942,568.5598,588.9022,644.6484,673.9132,724.8673,751.7575,765.8787,805.422,791.1802,818.194,856.7123,900.121,921.0314,946.7178,1006.1421,1080.2841,1134.2742,1178.9128,1224.9202,1264.255,1292.9298,1296.8621,1365.1128,1388.7134,1421.2534,1411.2451,1436.8567,1503.9152,1518.1667,1559.9763,1504.1296,1579.9191,1619.0745,1642.1681
Middle East & North Africa (IDA & IBRD countries),TMN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.70174383,1.664127305,1.759358275,1.954034585,1.926101797,1.943773325,2.234780605,2.257116562,2.266781434,2.289088906,2.111368765,1.957149965,2.114209389,2.246076193,2.263039183,2.335143956,2.304666969,2.333876503,2.313460279,2.361807015,2.45977814,2.482279263,2.65280282,2.715798375,2.863840447,2.910128157,2.906995522,2.998095963,2.887339341,2.92743445,3.005492233,3.096703973,3.113017856,3.142210932,3.271631225,3.43970945,3.537472831,3.605893752,3.677243317,3.723801862,3.735854764,3.677275492,3.79873509,3.790385314,3.806927112,3.714194381,3.716348182,3.823352118,3.793459192,3.831466025,3.636166785,3.761194173,3.790096723,3.775512095
Middle East & North Africa (IDA & IBRD countries),TMN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,71.94951396,..,..,52.46388457,..,55.03474678,54.69384784,55.37861333,55.34881902,39.29259762,46.72423222,54.53030854,58.37063036,59.98436076,67.58888741,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.38895936,56.33068665,59.39749566,70.6097289,68.91666828,63.66518343,58.41656667,67.61054121,69.97389227,70.81706143,67.4795132,66.58619342,64.40204331,66.34490055,65.00003378,..,65.49134667,63.34027459,58.37606479,62.51090626,53.0622588,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2934000000,2937000000,2983000000,4157000000,4913000000,5086000000,5368000000,6113000000,7222000000,8068000000,8739000000,10920000000,9634000000,14326000000,34702000000,33938000000,38443000000,42269000000,42429000000,64021000000,85826000000,64259000000,67873000000,64839000000,60464000000,60100000000,40445000000,50186000000,50133000000,61792000000,73240000000,60106000000,58384000000,52559000000,56207000000,61362000000,71714000000,71895000000,57758000000,79958000000,1.11148E+11,97132000000,1.01026E+11,1.15773E+11,1.52418E+11,2.03409E+11,2.57658E+11,3.00192E+11,4.05346E+11,2.70483E+11,3.50881E+11,4.06135E+11,4.25963E+11,3.85976E+11,3.56783E+11,2.52038E+11,2.42807E+11,2.89147E+11,3.52832E+11,3.0408E+11,2.11919E+11,3.30336E+11,4.58474E+11,4.09557E+11
Middle East & North Africa (IDA & IBRD countries),TMN,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0.004323774,0.00542849,0.007326647,0.012542219,0.028816903,0.026467281,0.023134955,0.016275211,0.016467539,0.013105945,0.018508999,0.01955595,0.013232362,0.010554284,0.009420802,0.006142016,0.004107789,0.004578281,0.005028976,0.003732859,..,..,0.003781369,0.002374839,0.004047537,0.003063574,0.002327504,0.002658192,0.000606561,0.000931447,0.002123528,0.002245105,0.001503372,0.003915909,0.007000256,0.007186666,0.00414836,0.014382594,0.00665548,0.006162324,0.008545406,0.003389169,0.002082093,0.001343796,0.000889462,0.001154808,0.002078149,0.002943259,0.002290408,0.001710493,0.00240022,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,0.291245214,0.285058389,0.250457637,0.263678238,0.160531994,0.387581041,0.352267134,0.364108602,0.412846566,0.65920305,0.290658267,0.352458041,0.141588896,0.508143412,0.488127037,0.46855749,0.444652181,0.529694221,0.637191937,0.673386314,0.538763108,..,..,0.991721132,1.03759887,1.105588843,1.172781645,1.325604424,1.272448185,1.229930235,1.564524929,1.85212032,1.739251816,1.593290921,1.482743799,1.92110918,1.974088062,1.704145089,1.504162042,1.750477507,1.457357222,1.601030764,1.608360288,1.756893865,1.731936844,1.411257647,1.11386773,1.43374161,2.692446549,2.689463282,2.881915521,4.037924669,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,7.574731597,8.312445054,9.447659083,12.12962397,34.92295843,28.7900741,27.64585459,25.73139827,25.6297647,29.87955413,32.61462924,22.79996293,17.20297733,15.3643727,14.96482514,14.08463694,6.247420876,11.09126324,10.60495851,16.15838649,15.74911833,..,..,14.70344181,15.58886074,13.41631163,14.08475913,12.69047612,8.513259474,12.16623312,19.86828896,15.72382583,15.77709744,16.63926433,20.70815344,26.11492374,26.98204617,24.17586603,27.31724326,16.23893512,18.94714307,21.44962755,20.84458733,19.90568042,18.2420018,10.58474445,9.261199093,13.02652807,19.33476645,15.58653752,8.579602717,14.65519259,..,..
Middle income,MIC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,433.5030034,442.2683701,454.3086387,461.0065791,480.6365323,491.259027,511.9015867,531.0923496,540.2669234,541.9746198,541.2882572,551.0999519,551.8631934,568.0619997,576.1597391,584.7311176,598.6614275,611.1278244,618.1580376,752.6286256,744.0628313,734.8272522,737.8349983,738.1759352,757.5675662,762.6699525,767.5963577,760.8946666,767.7443382,775.5505432,784.9526292,805.7471584,852.6765595,911.0437521,954.9198521,997.6355562,1041.130003,1063.330409,1089.123062,1153.361221,1192.361331,1221.11341,1237.679637,1264.203287,..,..,..,..,..,..,..,..,..
Middle income,MIC,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.685433155,6.610533113,6.55636993,6.528520386,6.586600743,6.508319385,6.378916937,6.199526109,6.060631474,6.038000489,6.001972414,5.935046442,5.809296357,5.664044859,5.534596126,5.293619122,5.109479713,5.018115125,4.963114887,4.920941242,4.988340583,4.927401103,..,..
Middle income,MIC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.642421317,4.705013225,4.907014284,5.161920203,5.414940059,5.494686306,5.541920313,5.726956359,5.903691162,5.883046959,6.050492593,6.255840148,6.317304099,6.188850492,6.167497258,5.97439394,5.882612672,5.886452461,6.100916386,5.86419605,5.79802071,5.824126081,5.792405399,5.769877189,5.957859488,6.038673532,6.082416743,6.037673802,5.890922001,6.744591247,6.240573663,5.49003889,5.074512368
Middle income,MIC,Age dependency ratio (% of working-age population),SP.POP.DPND,80.37176562,80.5548828,81.15506955,82.37806172,83.43165833,83.95534608,84.20543384,84.06227817,83.85640158,83.76117131,83.48986055,83.21505004,82.79853228,82.35804156,82.17409617,82.02279635,81.81590217,81.05783401,79.51818033,78.00529034,76.74887435,75.59587667,74.66754692,73.70432794,72.667429,71.7441251,70.9312508,70.25443242,69.62705646,69.08364344,68.67020598,68.2191916,67.73872209,67.24576696,66.66593425,65.97688281,65.17065482,64.22963434,63.25157627,62.29139492,61.31504565,60.328225,59.33169552,58.36707804,57.41368447,56.46401208,55.64771634,54.9980536,54.43654317,53.95333129,53.53401041,53.18994782,52.94796693,52.77548299,52.6608034,52.59235279,52.55338294,52.57506876,52.59526426,52.5776109,52.4836232,52.25852228,52.01949064,51.75695021
Middle income,MIC,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4570.848178,4570.56651,4643.875756,4742.903854,4845.501074,4968.409484,5174.0574,5351.774584,5418.291909,5536.471436,5748.433521,5870.765014,6051.801685,6313.474623,6701.473342,7074.717702,7531.260772,8055.722203,8385.393936,8574.812939,9126.405562,9561.853484,9942.889628,10349.71929,10733.43946,11104.87407,11517.81666,11987.70922,12446.68626,12807.12815,12464.51678,13245.64445,13672.88381,14217.97924
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.63792E+11,2.621E+11,2.67577E+11,2.87191E+11,3.26824E+11,3.60053E+11,3.73359E+11,3.84335E+11,4.07142E+11,4.54962E+11,4.97735E+11,5.34583E+11,6.0066E+11,7.67522E+11,9.77449E+11,1.07895E+12,1.16215E+12,1.30375E+12,1.44631E+12,1.68214E+12,1.9907E+12,2.23274E+12,2.20032E+12,2.13335E+12,2.19542E+12,2.28603E+12,2.33324E+12,2.40759E+12,2.56748E+12,2.75209E+12,3.23169E+12,3.05235E+12,3.24513E+12,3.51009E+12,3.95105E+12,4.53316E+12,5.04717E+12,5.35542E+12,5.32795E+12,5.12415E+12,5.55838E+12,5.57307E+12,5.67124E+12,6.34613E+12,7.44364E+12,8.78816E+12,1.03475E+13,1.27061E+13,1.50779E+13,1.51137E+13,1.84149E+13,2.17221E+13,2.31371E+13,2.45608E+13,2.56899E+13,2.49203E+13,2.52117E+13,2.7583E+13,2.937E+13,3.00475E+13,2.90784E+13,3.43011E+13,3.59177E+13,3.68781E+13
Middle income,MIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61904216,0.638250599,0.686447829,0.736680879,0.774238783,0.82244368,0.861772095,0.873324485,0.960770097,1.032575286,1.120154979,1.137140189,1.248430003,1.216266521,1.365978045,1.376040545,1.415668881,1.367496321,1.448963992,1.480159303,1.671423207,1.977681384,..,..
Middle income,MIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,470.2701139,..,..,..,..,556.9933192,..,..,..,..,652.3729622,..,..,736.4621108,..,874.1520942,..,..,..
Middle income,MIC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.73992942,13.55051133,17.87663575,15.69496814,15.20869999,16.36826842,16.42987222,16.56551503,16.40302115,18.5579367,18.66700439,18.37422404,18.25714107,18.7838774,19.23397292,17.30938359,18.00344587,17.64390825,..
Middle income,MIC,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,3125.6348,3149.8369,3343.6889,3578.0968,3734.4066,3996.934,4219.5865,4468.713,4775.8172,4959.0468,4998.6409,4986.0387,5135.7574,5282.8001,5536.1965,5660.3604,5898.521,6216.1079,6483.1229,6678.4796,6973.994,7162.6883,7249.8373,7448.5652,7629.1552,8109.9746,8200.4942,8483.419,8614.7626,8639.8617,9042.5522,9315.6502,9756.6932,10637.4475,11666.7963,12621.9671,13582.1498,14532.0545,15015.7851,15578.3851,16787.15,17951.0103,18634.8129,19308.588,19672.1214,19543.6153,19737.7059,20296.3607,21111.3098,21508.4181,21163.1856,22360.7461,22442.5076,23507.7796
Middle income,MIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.262849407,1.241578076,1.287045792,1.34523761,1.372304173,1.436983824,1.485332383,1.541036678,1.613741553,1.641686607,1.620835905,1.582990868,1.595794372,1.607079106,1.649716749,1.652233015,1.686248433,1.740219732,1.777893396,1.794934959,1.837705278,1.851856014,1.840866033,1.858696849,1.871777441,1.956930622,1.946654896,1.981656841,1.98076447,1.956372757,2.017222873,2.048132848,2.115523427,2.275562841,2.462418505,2.629115487,2.792846894,2.950795847,3.010706393,3.084285988,3.282065823,3.465682534,3.551795898,3.633932539,3.656615105,3.589868417,3.583990064,3.643662918,3.748871079,3.780156841,3.684080945,3.859652473,3.844361273,3.996235033
Middle income,MIC,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.08116671,27.1041305,15.57253849,15.94334175,..,..,..,..,8.266703938,7.233618815,6.25597774,6.342814923,8.153135861,9.328464386,7.91321944,8.624687361,11.38257636,11.07662046,10.5249703,10.12086583,10.58220805,11.54609907,12.63565961,12.26035718,13.23578869,11.7679074,12.8953705,13.4459655,12.43565848,13.1780728,12.6580938,10.29221322,9.924267134,9.837990858,10.07737377,9.227342605,7.326509862,8.447819699,10.26163527,9.093216485
Middle income,MIC,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,22770167932,22443774684,22557164546,25473509413,28437541605,30098655146,31745961478,31953069624,34049641318,37764842832,41566073884,45842060532,51202444191,75878791833,1.26784E+11,1.24156E+11,1.41744E+11,1.65587E+11,1.79002E+11,2.46484E+11,3.25237E+11,3.00142E+11,2.90389E+11,2.90598E+11,3.07927E+11,3.00225E+11,2.66681E+11,3.17589E+11,3.58687E+11,4.06156E+11,4.58863E+11,4.69582E+11,5.13952E+11,5.40932E+11,6.36746E+11,7.69395E+11,8.3669E+11,9.19657E+11,8.83255E+11,9.64138E+11,1.17033E+12,1.13992E+12,1.24516E+12,1.49127E+12,1.90018E+12,2.337E+12,2.84654E+12,3.41723E+12,4.11601E+12,3.26665E+12,4.24649E+12,5.2021E+12,5.41511E+12,5.54812E+12,5.67124E+12,5.06001E+12,4.80239E+12,5.36102E+12,5.93664E+12,5.88872E+12,5.64412E+12,7.31163E+12,8.21032E+12,7.81609E+12
Middle income,MIC,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,0.103597122,0.101712504,0.102798749,0.258070883,0.748709341,0.757656701,0.763632412,0.641269497,0.571278523,0.779045646,1.190833399,1.38358262,0.865536281,0.680843125,0.775898851,0.463860854,0.190881022,0.322742811,0.437708127,0.483560944,0.489820211,0.344991824,0.170978229,0.140836801,0.254679437,0.168202564,0.136073769,0.128386316,0.086156255,0.127660529,0.373816217,0.187331982,0.179392018,1.029353001,0.760844507,0.770679386,0.915443856,2.214118401,0.871377931,1.318587464,1.735437525,0.963196425,0.642090076,0.498587025,0.306779511,0.329117667,0.421518844,0.485177797,0.369106605,0.307212055,0.538026015,..,..
